node,theta,conviction,adopted,adopted_at,exposures,is_seed
340,0.2513772600955753,0.25245463268908674,True,42,1,False
341,0.6026745565063066,0.12420879694722047,False,,3,False
342,0.41123002203912995,0.0,False,,0,False
343,0.22909006291887096,0.11411590520104047,False,,5,False
344,0.7949804667598758,0.18251746667021798,False,,3,False
345,0.22505964875683723,0.13591764167817427,False,,3,False
346,0.18888798691603825,0.08255833850558633,False,,3,False
347,0.10991259735845024,0.15599429907442217,True,32,4,False
348,0.3254244593681736,0.027021815419405175,False,,2,False
349,0.8220994550945717,0.2516629031340047,False,,4,False
350,0.1711404198173907,0.0,False,,0,False
351,0.7311171569142969,0.0,False,,0,False
352,0.1549339539611389,0.1841912807677365,True,40,4,False
353,0.7628777692308437,0.1463804939933022,False,,3,False
354,0.3484918076697391,0.0,False,,0,False
355,0.26284754963722623,0.4076037028820536,True,36,4,False
356,0.2939146399369782,0.23895514824941744,False,,2,False
357,0.3056021750964701,0.0,False,,0,False
358,0.7955178592226952,0.13524711359844926,False,,4,False
359,0.803857469199313,0.1372640020152773,False,,2,False
360,0.665715397918822,0.0,False,,0,False
361,0.6343054948037175,0.0,False,,0,False
362,0.3052552861447171,0.1521127374923077,False,,2,False
363,0.1037473624975907,0.11505830681244603,True,40,2,False
364,0.2570167178773289,0.19526296059207446,False,,3,False
365,0.28857749072104577,0.0,False,,0,False
366,0.8416162979503681,0.40409227272356396,False,,3,False
367,0.2079035209218041,0.0635615463651823,False,,2,False
368,0.22805561357063137,0.20045527101324556,False,,3,False
369,0.29572832330699794,0.2578101248545424,False,,4,False
370,0.4344283837572032,0.0,False,,0,False
371,0.6499023801399163,0.44825169112110547,False,,6,False
372,0.2278509304921606,0.23115347936174924,True,40,2,False
373,0.7230763483850291,0.27260753812886335,False,,4,False
374,0.31552446966527825,0.0,False,,0,False
375,0.3830138817666354,0.17336896308470134,False,,2,False
376,0.1995381451596932,0.0,False,,0,False
377,0.8037767569793837,0.0,False,,0,False
378,0.13068771292879916,0.0,False,,0,False
379,0.35001518481192495,0.17052165024669985,False,,4,False
380,0.718163325602209,0.18746651826373287,False,,3,False
381,0.15159131557012134,0.11581481007707908,False,,3,False
382,0.1862781841935979,0.14745535703153895,False,,3,False
383,0.2647182387450843,0.09563785153562054,False,,3,False
384,0.7994379353477439,0.0,False,,0,False
385,0.08481288608686013,0.10871262137866552,True,40,3,False
386,0.737246927755876,0.0,False,,0,False
387,0.7260551386213951,0.0,False,,0,False
